username,tweetcreatedts,text,cleansing,case folding,normalisasi,tokenizing,filtering,stemming,tweet_english,Score,label_class
firmansy_id,2023-01-24 06:05:38+00:00,"@Fahrihamzah Yess, memang keliru, dia mestinya mengusulkan perpanjangan masa jabatan Kepala Desa bisa 32 tahun atau lebih. Supaya nanti para Kades bisa membuat REPELITA seperti zaman dulu itu.",Yess memang keliru dia mestinya mengusulkan perpanjangan masa jabatan Kepala Desa bisa tahun atau lebih Supaya nanti para Kades bisa membuat REPELITA seperti zaman dulu itu,yess memang keliru dia mestinya mengusulkan perpanjangan masa jabatan kepala desa bisa tahun atau lebih supaya nanti para kades bisa membuat repelita seperti zaman dulu itu,yess memang keliru dia mestinya mengusulkan perpanjangan masa jabatan kepala desa bisa tahun atau lebih supaya nanti para kades bisa membuat repelita seperti zaman dulu itu,"['yess', 'memang', 'keliru', 'dia', 'mestinya', 'mengusulkan', 'perpanjangan', 'masa', 'jabatan', 'kepala', 'desa', 'bisa', 'tahun', 'atau', 'lebih', 'supaya', 'nanti', 'para', 'kades', 'bisa', 'membuat', 'repelita', 'seperti', 'zaman', 'dulu', 'itu']","['yess', 'keliru', 'mestinya', 'mengusulkan', 'perpanjangan', 'jabatan', 'kepala', 'desa', 'kades', 'repelita', 'zaman']","['yess', 'keliru', 'mesti', 'usul', 'panjang', 'jabat', 'kepala', 'desa', 'kades', 'repelita', 'zaman']","['yess', 'mistake', 'must', 'proposal', 'long', 'position', 'head', 'village', 'head of village', 'repelita', 'age']",-0.34,Negative
Paltiwest,2023-01-24 05:59:27+00:00,"Usulan masa jabatan kepala desa (kades) sembilan tahun butuh kajian mendalam.

Hal itu dinyatakan Wamendes PDTT Budi Arie Setiadi, Senin (23/1/2023).

Menurut @budimuni98, usulan itu harus di kaji serius dan mendalam serta melibatkan seluruh pihak. https://t.co/VyanIq1Gel",Usulan masa jabatan kepala desa kades sembilan tahun butuh kajian mendalam Hal itu dinyatakan Wamendes PDTT Budi Arie Setiadi Senin Menurut usulan itu harus di kaji serius dan mendalam serta melibatkan seluruh pihak,usulan masa jabatan kepala desa kades sembilan tahun butuh kajian mendalam hal itu dinyatakan wamendes pdtt budi arie setiadi senin menurut usulan itu harus di kaji serius dan mendalam serta melibatkan seluruh pihak,usulan masa jabatan kepala desa kades sembilan tahun butuh kajian mendalam hal itu dinyatakan wamendes pdtt budi arie setiadi senin menurut usulan itu harus di kaji serius dan mendalam serta melibatkan seluruh pihak,"['usulan', 'masa', 'jabatan', 'kepala', 'desa', 'kades', 'sembilan', 'tahun', 'butuh', 'kajian', 'mendalam', 'hal', 'itu', 'dinyatakan', 'wamendes', 'pdtt', 'budi', 'arie', 'setiadi', 'senin', 'menurut', 'usulan', 'itu', 'harus', 'di', 'kaji', 'serius', 'dan', 'mendalam', 'serta', 'melibatkan', 'seluruh', 'pihak']","['usulan', 'jabatan', 'kepala', 'desa', 'kades', 'sembilan', 'butuh', 'kajian', 'mendalam', 'dinyatakan', 'wamendes', 'pdtt', 'budi', 'arie', 'setiadi', 'senin', 'usulan', 'kaji', 'serius', 'mendalam', 'melibatkan']","['usul', 'jabat', 'kepala', 'desa', 'kades', 'sembilan', 'butuh', 'kaji', 'dalam', 'nyata', 'wamendes', 'pdtt', 'budi', 'arie', 'setiadi', 'senin', 'usul', 'kaji', 'serius', 'dalam', 'libat']","['suggestion', 'position', 'head', 'village', 'head of village', 'nine', 'need', 'review', 'in', 'real', 'wamendes', 'pdtt', ' mind', 'arie', 'setiadi', 'monday', 'suggestion', 'assess', 'serious', 'deep', 'involved']",-0.0772,Negative
TirtoID,2023-01-24 05:57:40+00:00,"Jokowi memastikan regulasi saat ini masih menetapkan masa jabatan kepala desa selama 6 tahun dan dapat dipilih kembali sebanyak 2 kali.

https://t.co/tJYoR0zFKv",Jokowi memastikan regulasi saat ini masih menetapkan masa jabatan kepala desa selama tahun dan dapat dipilih kembali sebanyak kali,jokowi memastikan regulasi saat ini masih menetapkan masa jabatan kepala desa selama tahun dan dapat dipilih kembali sebanyak kali,jokowi memastikan regulasi saat ini masih menetapkan masa jabatan kepala desa selama tahun dan dapat dipilih kembali sebanyak kali,"['jokowi', 'memastikan', 'regulasi', 'saat', 'ini', 'masih', 'menetapkan', 'masa', 'jabatan', 'kepala', 'desa', 'selama', 'tahun', 'dan', 'dapat', 'dipilih', 'kembali', 'sebanyak', 'kali']","['jokowi', 'regulasi', 'menetapkan', 'jabatan', 'kepala', 'desa', 'dipilih', 'kali']","['jokowi', 'regulasi', 'tetap', 'jabat', 'kepala', 'desa', 'pilih', 'kali']","['jokowi', 'regulation', 'permanent', 'position', 'head', 'village', 'vote', 'times']",0.0,Netral
most1058,2023-01-24 05:42:57+00:00,"Presiden Joko Widodo mengatakan masa jabatan kepala desa (kades) saat ini masih sesuai denhan aturan, yakni selama enam tahun dan maksimal selama tiga periode #MostUpdate1058 https://t.co/7Nnhjgt4Gw",Presiden Joko Widodo mengatakan masa jabatan kepala desa kades saat ini masih sesuai denhan aturan yakni selama enam tahun dan maksimal selama tiga periode,presiden joko widodo mengatakan masa jabatan kepala desa kades saat ini masih sesuai denhan aturan yakni selama enam tahun dan maksimal selama tiga periode,presiden joko widodo mengatakan masa jabatan kepala desa kades saat ini masih sesuai denhan aturan yakni selama enam tahun dan maksimal selama tiga periode,"['presiden', 'joko', 'widodo', 'mengatakan', 'masa', 'jabatan', 'kepala', 'desa', 'kades', 'saat', 'ini', 'masih', 'sesuai', 'denhan', 'aturan', 'yakni', 'selama', 'enam', 'tahun', 'dan', 'maksimal', 'selama', 'tiga', 'periode']","['presiden', 'joko', 'widodo', 'jabatan', 'kepala', 'desa', 'kades', 'sesuai', 'denhan', 'aturan', 'enam', 'maksimal', 'periode']","['presiden', 'joko', 'widodo', 'jabat', 'kepala', 'desa', 'kades', 'sesuai', 'denhan', 'atur', 'enam', 'maksimal', 'periode']","['president', 'joko', 'widodo', ' shook hands', 'head', 'village', 'head of village', 'according', 'with', 'rules', 'six', 'maximum', ' period']",-0.1027,Negative
kompascom,2023-01-24 05:41:38+00:00,"Jokowi mengatakan, masa jabatan kepala desa (kades) saat ini masih sesuai dengan aturan, yakni selama enam tahun. https://t.co/6NlX35daxs",Jokowi mengatakan masa jabatan kepala desa kades saat ini masih sesuai dengan aturan yakni selama enam tahun,jokowi mengatakan masa jabatan kepala desa kades saat ini masih sesuai dengan aturan yakni selama enam tahun,jokowi mengatakan masa jabatan kepala desa kades saat ini masih sesuai dengan aturan yakni selama enam tahun,"['jokowi', 'mengatakan', 'masa', 'jabatan', 'kepala', 'desa', 'kades', 'saat', 'ini', 'masih', 'sesuai', 'dengan', 'aturan', 'yakni', 'selama', 'enam', 'tahun']","['jokowi', 'jabatan', 'kepala', 'desa', 'kades', 'sesuai', 'aturan', 'enam']","['jokowi', 'jabat', 'kepala', 'desa', 'kades', 'sesuai', 'atur', 'enam']","['jokowi', 'position', 'head', 'village', 'head of village', 'according', 'arrange', 'six']",0.0,Netral
tribunmedan,2023-01-24 05:39:16+00:00,"AKHIRNYA Presiden Jokowi Buka Suara Terkait Masa Jabatan Kepala Desa: Masih Enam Tahun dan 3 Periode
 
https://t.co/mCtTQuZZor via @tribunmedan",AKHIRNYA Presiden Jokowi Buka Suara Terkait Masa Jabatan Kepala Desa Masih Enam Tahun dan Periode via,akhirnya presiden jokowi buka suara terkait masa jabatan kepala desa masih enam tahun dan periode via,akhirnya presiden jokowi buka suara terkait masa jabatan kepala desa masih enam tahun dan periode via,"['akhirnya', 'presiden', 'jokowi', 'buka', 'suara', 'terkait', 'masa', 'jabatan', 'kepala', 'desa', 'masih', 'enam', 'tahun', 'dan', 'periode', 'via']","['presiden', 'jokowi', 'buka', 'suara', 'terkait', 'jabatan', 'kepala', 'desa', 'enam', 'periode', 'via']","['presiden', 'jokowi', 'buka', 'suara', 'kait', 'jabat', 'kepala', 'desa', 'enam', 'periode', 'via']","['president', 'jokowi', 'open', 'voice', 'hook', 'shake', 'head', 'village', 'six', 'period', 'via']",-0.1779,Negative
antaramakassar,2023-01-24 05:36:34+00:00,Presiden Jokowi mempersilakan kepala desa sampaikan aspirasi masa jabatan ke DPR https://t.co/sKLJZX50wE,Presiden Jokowi mempersilakan kepala desa sampaikan aspirasi masa jabatan ke DPR,presiden jokowi mempersilakan kepala desa sampaikan aspirasi masa jabatan ke dpr,presiden jokowi mempersilakan kepala desa sampaikan aspirasi masa jabatan ke dpr,"['presiden', 'jokowi', 'mempersilakan', 'kepala', 'desa', 'sampaikan', 'aspirasi', 'masa', 'jabatan', 'ke', 'dpr']","['presiden', 'jokowi', 'mempersilakan', 'kepala', 'desa', 'aspirasi', 'jabatan', 'dpr']","['presiden', 'jokowi', 'sila', 'kepala', 'desa', 'aspirasi', 'jabat', 'dpr']","['president', 'jokowi', 'sila', 'head', 'village', 'aspirations', 'position', 'dpr']",0.0,Netral
TheEagle_BEN,2023-01-24 05:29:56+00:00,"AKSI DEMO KEPALA DESA MENUNTUT MASA JABATAN SUNGGUH SANGAT MERESAHKAN.

KOMISI || @DPR_RI HARUS PANGGIL TITO KARNAVIAN.☹️☹️☹️ https://t.co/cDdaY3kipU",AKSI DEMO KEPALA DESA MENUNTUT MASA JABATAN SUNGGUH SANGAT MERESAHKAN KOMISI HARUS PANGGIL TITO KARNAVIAN,aksi demo kepala desa menuntut masa jabatan sungguh sangat meresahkan komisi harus panggil tito karnavian,aksi demo kepala desa menuntut masa jabatan sungguh sangat meresahkan komisi harus panggil tito karnavian,"['aksi', 'demo', 'kepala', 'desa', 'menuntut', 'masa', 'jabatan', 'sungguh', 'sangat', 'meresahkan', 'komisi', 'harus', 'panggil', 'tito', 'karnavian']","['aksi', 'demo', 'kepala', 'desa', 'menuntut', 'jabatan', 'sungguh', 'meresahkan', 'komisi', 'panggil', 'tito', 'karnavian']","['aksi', 'demo', 'kepala', 'desa', 'tuntut', 'jabat', 'sungguh', 'resah', 'komisi', 'panggil', 'tito', 'karnavian']","['action', 'demo', 'head', 'village', 'demand', 'position', 'really', 'restless', 'commission', 'call', 'tito', 'karnavian']",-0.4391,Negative
IDNTimes,2023-01-24 05:25:07+00:00,APDESI Usul Masa Jabatan Kepala Desa 9 Tahun dan Sampai 3 Periode https://t.co/ViGP45eb88,APDESI Usul Masa Jabatan Kepala Desa Tahun dan Sampai Periode,apdesi usul masa jabatan kepala desa tahun dan sampai periode,apdesi usul masa jabatan kepala desa tahun dan sampai periode,"['apdesi', 'usul', 'masa', 'jabatan', 'kepala', 'desa', 'tahun', 'dan', 'sampai', 'periode']","['apdesi', 'usul', 'jabatan', 'kepala', 'desa', 'periode']","['apdesi', 'usul', 'jabat', 'kepala', 'desa', 'periode']","['apdesi', 'proposal', 'position', 'head', 'village', 'period']",0.0,Netral
YUDHI_Laksana,2023-01-24 05:22:43+00:00,"Tuntutan Pertama Disyahkan Saja Belum Kini Minta Masa Jabatan Kepala Desa Bisa Sampai 27 Tahun Atau Masa Jabatan 9 Tahun 3 Periode.

Awalnya Rakus Ya Semakin Rakus

https://t.co/xjRVAklqHI",Tuntutan Pertama Disyahkan Saja Belum Kini Minta Masa Jabatan Kepala Desa Bisa Sampai Tahun Atau Masa Jabatan Tahun Periode Awalnya Rakus Ya Semakin Rakus,tuntutan pertama disyahkan saja belum kini minta masa jabatan kepala desa bisa sampai tahun atau masa jabatan tahun periode awalnya rakus ya semakin rakus,tuntutan pertama disyahkan saja belum kini meminta masa jabatan kepala desa bisa sampai tahun atau masa jabatan tahun periode awalnya rakus ya semakin rakus,"['tuntutan', 'pertama', 'disyahkan', 'saja', 'belum', 'kini', 'meminta', 'masa', 'jabatan', 'kepala', 'desa', 'bisa', 'sampai', 'tahun', 'atau', 'masa', 'jabatan', 'tahun', 'periode', 'awalnya', 'rakus', 'ya', 'semakin', 'rakus']","['tuntutan', 'disyahkan', 'jabatan', 'kepala', 'desa', 'jabatan', 'periode', 'rakus', 'ya', 'rakus']","['tuntut', 'syah', 'jabat', 'kepala', 'desa', 'jabat', 'periode', 'rakus', 'ya', 'rakus']","['demand', 'syah', 'seat', 'head', 'village', 'position', 'period', 'greedy', 'yes', 'greedy']",-0.34,Negative
indopod_xyz,2023-01-24 05:16:07+00:00,"Soal Perpanjangan Masa Jabatan Kepala Desa, Ini Yang Disampaikan Presiden Jokowi 

https://t.co/QPMbCMIn4L https://t.co/fbPaoeDMHN",Soal Perpanjangan Masa Jabatan Kepala Desa Ini Yang Disampaikan Presiden Jokowi,soal perpanjangan masa jabatan kepala desa ini yang disampaikan presiden jokowi,soal perpanjangan masa jabatan kepala desa ini yang disampaikan presiden jokowi,"['soal', 'perpanjangan', 'masa', 'jabatan', 'kepala', 'desa', 'ini', 'yang', 'disampaikan', 'presiden', 'jokowi']","['perpanjangan', 'jabatan', 'kepala', 'desa', 'presiden', 'jokowi']","['panjang', 'jabat', 'kepala', 'desa', 'presiden', 'jokowi']","['long', 'position', 'head', 'village', 'president', 'jokowi']",0.0,Netral
fathiafaris,2023-01-24 05:05:41+00:00,"Masyarakat tidak perlu khawatir dengan usulan perpanjangan masa jabatan kepala desa menjadi 9 tahun, karena jika kinerja buruk bisa diberhentikan Kemendagri.
#Jokowi 
#IndonesiaMaju https://t.co/bi7TCcbquX",Masyarakat tidak perlu khawatir dengan usulan perpanjangan masa jabatan kepala desa menjadi tahun karena jika kinerja buruk bisa diberhentikan Kemendagri,masyarakat tidak perlu khawatir dengan usulan perpanjangan masa jabatan kepala desa menjadi tahun karena jika kinerja buruk bisa diberhentikan kemendagri,masyarakat tidak perlu khawatir dengan usulan perpanjangan masa jabatan kepala desa menjadi tahun karena jika kinerja buruk bisa diberhentikan kemendagri,"['masyarakat', 'tidak', 'perlu', 'khawatir', 'dengan', 'usulan', 'perpanjangan', 'masa', 'jabatan', 'kepala', 'desa', 'menjadi', 'tahun', 'karena', 'jika', 'kinerja', 'buruk', 'bisa', 'diberhentikan', 'kemendagri']","['masyarakat', 'khawatir', 'usulan', 'perpanjangan', 'jabatan', 'kepala', 'desa', 'kinerja', 'buruk', 'diberhentikan', 'kemendagri']","['masyarakat', 'khawatir', 'usul', 'panjang', 'jabat', 'kepala', 'desa', 'kerja', 'buruk', 'henti', 'kemendagri']","['community', 'concerned', 'suggestion', 'long', 'position', 'head', 'village', 'work', 'bad', 'stop', 'kemendagri']",-0.6908,Negative
WartaEkonomi,2023-01-24 05:05:01+00:00,"Perpanjang Masa Jabatan Kepala Desa Jadi 9 Tahun, Rocky Gerung ‘Endus’ Cara Gerilya Presiden Jokowi Tarik Dukungan Tiga Periode https://t.co/vFAXbD1tvh",Perpanjang Masa Jabatan Kepala Desa Jadi Tahun Rocky Gerung Endus Cara Gerilya Presiden Jokowi Tarik Dukungan Tiga Periode,perpanjang masa jabatan kepala desa jadi tahun rocky gerung endus cara gerilya presiden jokowi tarik dukungan tiga periode,perpanjang masa jabatan kepala desa jadi tahun rocky gerung endus cara gerilya presiden jokowi tarik dukungan tiga periode,"['perpanjang', 'masa', 'jabatan', 'kepala', 'desa', 'jadi', 'tahun', 'rocky', 'gerung', 'endus', 'cara', 'gerilya', 'presiden', 'jokowi', 'tarik', 'dukungan', 'tiga', 'periode']","['perpanjang', 'jabatan', 'kepala', 'desa', 'rocky', 'gerung', 'endus', 'gerilya', 'presiden', 'jokowi', 'tarik', 'dukungan', 'periode']","['panjang', 'jabat', 'kepala', 'desa', 'rocky', 'gerung', 'endus', 'gerilya', 'presiden', 'jokowi', 'tarik', 'dukung', 'periode']","['long', 'shake', 'head', 'village', 'rocky', 'gerung', 'sniff', 'guerrilla', 'president', 'jokowi', 'pull', 'support', ' period']",0.25,Positif
PejuangKeluar15,2023-01-24 04:40:19+00:00,"🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️

Asosiasi Pemerintah Desa Seluruh Indonesia (Apdesi) meminta agar masa jabatan kepala desa (kades) tidak hanya diubah menjadi sembilan tahun. Apdesi juga meminta agar kepala desa bisa menjabat hingga 27 tahun atau tiga periode.
 https://t.co/MsgzWwBd8E",Asosiasi Pemerintah Desa Seluruh Indonesia Apdesi meminta agar masa jabatan kepala desa kades tidak hanya diubah menjadi sembilan tahun Apdesi juga meminta agar kepala desa bisa menjabat hingga tahun atau tiga periode,asosiasi pemerintah desa seluruh indonesia apdesi meminta agar masa jabatan kepala desa kades tidak hanya diubah menjadi sembilan tahun apdesi juga meminta agar kepala desa bisa menjabat hingga tahun atau tiga periode,asosiasi pemerintah desa seluruh indonesia apdesi meminta agar masa jabatan kepala desa kades tidak hanya diubah menjadi sembilan tahun apdesi juga meminta agar kepala desa bisa menjabat hingga tahun atau tiga periode,"['asosiasi', 'pemerintah', 'desa', 'seluruh', 'indonesia', 'apdesi', 'meminta', 'agar', 'masa', 'jabatan', 'kepala', 'desa', 'kades', 'tidak', 'hanya', 'diubah', 'menjadi', 'sembilan', 'tahun', 'apdesi', 'juga', 'meminta', 'agar', 'kepala', 'desa', 'bisa', 'menjabat', 'hingga', 'tahun', 'atau', 'tiga', 'periode']","['asosiasi', 'pemerintah', 'desa', 'indonesia', 'apdesi', 'jabatan', 'kepala', 'desa', 'kades', 'diubah', 'sembilan', 'apdesi', 'kepala', 'desa', 'menjabat', 'periode']","['asosiasi', 'perintah', 'desa', 'indonesia', 'apdesi', 'jabat', 'kepala', 'desa', 'kades', 'ubah', 'sembilan', 'apdesi', 'kepala', 'desa', 'jabat', 'periode']","['association', 'command', 'village', 'Indonesia', 'apdesi', 'position', 'head', 'village', 'head of village', 'change', 'nine', 'apdesi', ' head', 'village', 'position', 'period']",0.0,Netral
beginu,2023-01-24 04:18:10+00:00,"Tuntut Masa Jabatan 9 Tahun, Berapa Gaji Kepala Desa saat Ini?

Klik untuk baca: https://t.co/2oh1HnkHV2

Kompascom+ baca berita tanpa iklan: https://t.co/jyZXxR4r0U 
Download aplikasi: https://t.co/AbnaKxwJ7U https://t.co/2oh1HnkHV2",Tuntut Masa Jabatan Tahun Berapa Gaji Kepala Desa saat Ini Klik untuk baca Kompascom baca berita tanpa iklan Download aplikasi,tuntut masa jabatan tahun berapa gaji kepala desa saat ini klik untuk baca kompascom baca berita tanpa iklan download aplikasi,tuntut masa jabatan tahun berapa gaji kepala desa saat ini klik untuk baca kompascom baca berita tanpa iklan download aplikasi,"['tuntut', 'masa', 'jabatan', 'tahun', 'berapa', 'gaji', 'kepala', 'desa', 'saat', 'ini', 'klik', 'untuk', 'baca', 'kompascom', 'baca', 'berita', 'tanpa', 'iklan', 'download', 'aplikasi']","['tuntut', 'jabatan', 'gaji', 'kepala', 'desa', 'klik', 'baca', 'kompascom', 'baca', 'berita', 'iklan', 'download', 'aplikasi']","['tuntut', 'jabat', 'gaji', 'kepala', 'desa', 'klik', 'baca', 'kompascom', 'baca', 'berita', 'iklan', 'download', 'aplikasi']","['demand', 'position', 'salary', 'head', 'village', 'klikbca', 'kompas com', 'read', 'news', 'advertisement', 'download', 'application']",-0.128,Negative
kompascom,2023-01-24 03:53:08+00:00,Berapa gaji kepala desa atau gaji desa sehingga mendorong mereka menuntut masa jabatan 9 tahun. https://t.co/ohGrFo1zvH,Berapa gaji kepala desa atau gaji desa sehingga mendorong mereka menuntut masa jabatan tahun,berapa gaji kepala desa atau gaji desa sehingga mendorong mereka menuntut masa jabatan tahun,berapa gaji kepala desa atau gaji desa sehingga mendorong mereka menuntut masa jabatan tahun,"['berapa', 'gaji', 'kepala', 'desa', 'atau', 'gaji', 'desa', 'sehingga', 'mendorong', 'mereka', 'menuntut', 'masa', 'jabatan', 'tahun']","['gaji', 'kepala', 'desa', 'gaji', 'desa', 'mendorong', 'menuntut', 'jabatan']","['gaji', 'kepala', 'desa', 'gaji', 'desa', 'dorong', 'tuntut', 'jabat']","['salary', 'head', 'village', 'salary', 'village', 'push', 'demand', 'position']",-0.128,Negative
KompasEkonomi,2023-01-24 03:48:02+00:00,"Tuntut Masa Jabatan 9 Tahun, Berapa Gaji Kepala Desa saat Ini? https://t.co/iGeIRP6B0J",Tuntut Masa Jabatan Tahun Berapa Gaji Kepala Desa saat Ini,tuntut masa jabatan tahun berapa gaji kepala desa saat ini,tuntut masa jabatan tahun berapa gaji kepala desa saat ini,"['tuntut', 'masa', 'jabatan', 'tahun', 'berapa', 'gaji', 'kepala', 'desa', 'saat', 'ini']","['tuntut', 'jabatan', 'gaji', 'kepala', 'desa']","['tuntut', 'jabat', 'gaji', 'kepala', 'desa']","['demand', 'position', 'salary', 'head', 'village']",-0.128,Negative
TribunMataraman,2023-01-24 03:47:19+00:00,"Para kepala desa menuntut perpanjangan masa jabatan menjadi 9 tahun dan bisa menjabat sampai 3 periode. Artinya, bisa 27 tahun menjabat kades. https://t.co/za9Cqk2e94",Para kepala desa menuntut perpanjangan masa jabatan menjadi tahun dan bisa menjabat sampai periode Artinya bisa tahun menjabat kades,para kepala desa menuntut perpanjangan masa jabatan menjadi tahun dan bisa menjabat sampai periode artinya bisa tahun menjabat kades,para kepala desa menuntut perpanjangan masa jabatan menjadi tahun dan bisa menjabat sampai periode artinya bisa tahun menjabat kades,"['para', 'kepala', 'desa', 'menuntut', 'perpanjangan', 'masa', 'jabatan', 'menjadi', 'tahun', 'dan', 'bisa', 'menjabat', 'sampai', 'periode', 'artinya', 'bisa', 'tahun', 'menjabat', 'kades']","['kepala', 'desa', 'menuntut', 'perpanjangan', 'jabatan', 'menjabat', 'periode', 'menjabat', 'kades']","['kepala', 'desa', 'tuntut', 'panjang', 'jabat', 'jabat', 'periode', 'jabat', 'kades']","['head', 'village', 'demand', 'long', 'position', 'position', 'period', 'position', 'head of village']",-0.128,Negative
